event_id,trial,feature,maximum_relative_discrepancy
EDR001,27,thermal_current_fraction,3.235528449351627e-15
EDR001,28,D_e_normalized,6.584535844751051e-13
EDR001,28,D_e_normalized_abs,6.584535844751051e-13
EDR001,28,E_prime_normalized,3.062967877233811e-14
EDR001,28,E_parallel_fraction,6.403324022181761e-12
EDR001,28,J_parallel_fraction,5.701871896632332e-14
EDR001,28,J_parallel_fraction_abs,5.701871896632332e-14
EDR001,28,J_perpendicular_fraction,8.095063896837798e-15
EDR001,28,Q,7.514726508512628e-11
EDR001,28,pressure_anisotropy,1.378498164874309e-12
EDR001,28,pressure_deviatoric_fraction,6.961119988275091e-14
EDR001,28,eigenvalue_min_max_ratio,1.3616089458334657e-15
EDR001,28,eigenvalue_mid_max_ratio,1.4897977328917833e-15
EDR001,28,electron_beta,7.636996278010943e-16
EDR001,28,thermal_current_fraction,2.6299694341610955e-15
EDR001,29,D_e_normalized,1.2870974869672358e-13
EDR001,29,D_e_normalized_abs,1.2870974869672358e-13
EDR001,29,E_prime_normalized,1.5408795456022853e-14
EDR001,29,E_parallel_fraction,1.1401724129585632e-12
EDR001,29,J_parallel_fraction,4.4537009341852546e-14
EDR001,29,J_parallel_fraction_abs,4.4537009341852546e-14
EDR001,29,J_perpendicular_fraction,3.390537087171044e-15
EDR001,29,Q,1.1662094853611464e-10
EDR001,29,pressure_anisotropy,5.5139926595048375e-12
EDR001,29,pressure_deviatoric_fraction,2.1785727370713826e-14
EDR001,29,eigenvalue_min_max_ratio,1.7188177314091042e-15
EDR001,29,eigenvalue_mid_max_ratio,1.7794803192170345e-15
EDR001,29,electron_beta,8.131285325600214e-16
EDR001,29,thermal_current_fraction,2.1955274680392752e-15
EDR001,30,D_e_normalized,2.5028299592256144e-13
EDR001,30,D_e_normalized_abs,2.5028299592256144e-13
EDR001,30,E_prime_normalized,1.8227477551636457e-14
EDR001,30,E_parallel_fraction,6.403452683112437e-13
EDR001,30,J_parallel_fraction,2.9614541140534784e-14
EDR001,30,J_parallel_fraction_abs,2.9614541140534784e-14
EDR001,30,J_perpendicular_fraction,4.712785831928227e-15
EDR001,30,Q,7.371607593197852e-11
EDR001,30,pressure_anisotropy,4.135494494611526e-12
EDR001,30,pressure_deviatoric_fraction,2.0055264700567578e-14
EDR001,30,eigenvalue_min_max_ratio,1.4372059093659336e-15
EDR001,30,eigenvalue_mid_max_ratio,1.5691480960665656e-15
EDR001,30,electron_beta,6.832923574123754e-16
EDR001,30,thermal_current_fraction,2.032249108215392e-15
EDR001,31,D_e_normalized,2.0801696373939085e-13
EDR001,31,D_e_normalized_abs,2.0801696373939085e-13
EDR001,31,E_prime_normalized,1.7374300502462128e-14
EDR001,31,E_parallel_fraction,1.9955161910822084e-12
EDR001,31,J_parallel_fraction,4.0281881060784007e-14
EDR001,31,J_parallel_fraction_abs,4.0281881060784007e-14
EDR001,31,J_perpendicular_fraction,5.588950390359298e-15
EDR001,31,Q,1.016270760253835e-10
EDR001,31,pressure_anisotropy,4.135494494611526e-12
EDR001,31,pressure_deviatoric_fraction,2.8315911824468544e-14
EDR001,31,eigenvalue_min_max_ratio,1.4372059093659336e-15
EDR001,31,eigenvalue_mid_max_ratio,1.46170960882801e-15
EDR001,31,electron_beta,7.778763768306997e-16
EDR001,31,thermal_current_fraction,2.6692162462503977e-15
EDR001,32,D_e_normalized,4.010447680621667e-13
EDR001,32,D_e_normalized_abs,4.010447680621667e-13
EDR001,32,E_prime_normalized,1.543051324061159e-14
EDR001,32,E_parallel_fraction,1.9210358049349612e-12
EDR001,32,J_parallel_fraction,3.077876123306507e-14
EDR001,32,J_parallel_fraction_abs,3.077876123306507e-14
EDR001,32,J_perpendicular_fraction,1.41088076336444e-14
EDR001,32,Q,9.408285088042326e-11
EDR001,32,pressure_anisotropy,2.8508210804151003e-12
EDR001,32,pressure_deviatoric_fraction,3.407544529353726e-14
EDR001,32,eigenvalue_min_max_ratio,1.5087228565191592e-15
EDR001,32,eigenvalue_mid_max_ratio,1.3157860342851772e-15
EDR001,32,electron_beta,7.574253026403025e-16
EDR001,32,thermal_current_fraction,2.7606592340109703e-15
EDR001,33,D_e_normalized,1.533460351156312e-13
EDR001,33,D_e_normalized_abs,1.533460351156312e-13
EDR001,33,E_prime_normalized,1.2778025500116348e-14
EDR001,33,E_parallel_fraction,1.1083091327771829e-12
EDR001,33,J_parallel_fraction,7.091880468447671e-14
EDR001,33,J_parallel_fraction_abs,7.091880468447671e-14
EDR001,33,J_perpendicular_fraction,4.879311198808441e-15
EDR001,33,Q,1.1057411389796778e-10
EDR001,33,pressure_anisotropy,1.221780463035043e-12
EDR001,33,pressure_deviatoric_fraction,2.857227152937887e-14
EDR001,33,eigenvalue_min_max_ratio,1.843575597852745e-15
EDR001,33,eigenvalue_mid_max_ratio,1.799286983095825e-15
EDR001,33,electron_beta,6.319965694561497e-16
EDR001,33,thermal_current_fraction,1.8699504662720483e-15
EDR001,34,D_e_normalized,3.009402742973632e-13
EDR001,34,D_e_normalized_abs,3.009402742973632e-13
EDR001,34,E_prime_normalized,3.077624271957199e-14
EDR001,34,E_parallel_fraction,6.649854796658675e-13
