event_id,method,auprc,roc_auc,localization_error_seconds,within_0p15,within_0p30,within_0p60,top_1pct_recall,false_positive_burden,calibration_error,ablation
EDR001,nonlinear_invariant,0.2023225206481306,0.6888704318936878,1.4100000000000001,False,False,False,0.2,0.010224351653010087,0.021461633939177605,field_velocity_only
EDR001,sparse_invariant,0.37480247568981373,0.9365448504983388,0.0,True,True,True,0.2,0.020801841060855628,0.010210748022391143,field_velocity_only
EDR003,nonlinear_invariant,0.24548444976076556,0.7361904761904762,0.02999999999999936,True,True,True,0.2,0.01246358353640002,0.0025731812933035636,field_velocity_only
EDR003,sparse_invariant,0.4380839500462535,0.8692063492063492,0.02999999999999936,True,True,True,0.4,0.026912850566852543,0.022131671029396935,field_velocity_only
EDR007,nonlinear_invariant,0.811437908496732,0.9021311475409836,0.03000000000000025,True,True,True,0.4,0.014360147403525182,0.026290177982518058,field_velocity_only
EDR007,sparse_invariant,0.7080861911035824,0.8793442622950819,0.0,True,True,True,0.4,0.031029437824099303,0.03880729639965387,field_velocity_only
EDR011,nonlinear_invariant,0.25443510737628383,0.9069444444444444,1.38,False,False,False,0.0,0.021813375598209367,0.012226888267111168,field_velocity_only
EDR011,sparse_invariant,0.3211829501915709,0.8894444444444445,0.75,False,False,False,0.3333333333333333,0.04416620803454523,0.036633916512845505,field_velocity_only
EDR013,nonlinear_invariant,0.4255051400212691,0.9446666666666668,3.06,False,False,False,0.0,0.024203220848421185,0.030305651070814572,field_velocity_only
EDR013,sparse_invariant,0.6746260683760684,0.98,0.39000000000000057,False,False,True,0.4,0.03905994603732513,0.04932807790585947,field_velocity_only
EDR014,nonlinear_invariant,0.1734360410830999,0.9419047619047619,4.38,False,False,False,0.0,0.03448825625341444,0.021371002144556003,field_velocity_only
EDR014,sparse_invariant,0.677128427128427,0.9880952380952381,0.08999999999999986,True,True,True,0.42857142857142855,0.060480859490105746,0.0526498402990449,field_velocity_only
