year,event_key,unique_trajectory_identifier,beginning_utc_time,sol_lon_deg,sun_centered_lon,betgeo_deg,vgeo_km_s,e,q_au,i_deg,peri_deg,node_deg,orbit_d_to_frozen,num_stat,medianfiterr_arcsec,participating_stations,parsed_station_ids,night
2026,20260427172853,20260427172853_V3jRd,2026-04-27 17:28:53.250560,37.102146,-148.650936,6.94191,37.20834,0.943572,0.074937,23.444483,335.01155,37.106919,0.03683146716192835,7,43.93,"['NZ0017', 'NZ001J', 'NZ001S', 'NZ0024', 'NZ002J', 'NZ002L', 'NZ006M']",NZ0017;NZ001J;NZ001S;NZ0024;NZ002J;NZ002L;NZ006M,2026-04-27 00:00:00+00:00
2026,20260427233017,20260427233017_ZB8Um,2026-04-27 23:30:17.311098,37.346172,-149.827942,6.92104,38.18236,0.948961,0.0773,23.590727,333.635309,37.356322,0.03440233163419849,4,61.93,"['HU000C', 'RO0002', 'RO0007', 'RO000C']",HU000C;RO0002;RO0007;RO000C,2026-04-27 00:00:00+00:00
2026,20260427234146,20260427234146_xo1vL,2026-04-27 23:41:46.708968,37.35393,-149.33317999999997,7.18042,38.39145,0.950783,0.073747,25.286643,334.338586,37.363391,0.0,6,83.58,"['CZ000C', 'CZ000Q', 'CZ000R', 'RO0002', 'RO0003', 'SK0006']",CZ000C;CZ000Q;CZ000R;RO0002;RO0003;SK0006,2026-04-27 00:00:00+00:00
2026,20260428010436,20260428010436_aoUBc,2026-04-28 01:04:36.087123,37.409847,-149.780597,7.68781,38.31631,0.948057,0.079566,26.07822,333.162866,37.419097,0.024861458304894838,3,69.68,"['UK003X', 'UK00A4', 'UK00B1']",UK003X;UK00A4;UK00B1,2026-04-28 00:00:00+00:00
2026,20260428020516,20260428020516_p8Fz4,2026-04-28 02:05:16.809681,37.450814,-150.713884,7.82324,38.80579,0.950253,0.084232,26.106662,331.706676,37.460923,0.04628840298045198,5,69.79,"['CZ0008', 'CZ000K', 'DE0016', 'SK0003', 'SK0004']",CZ0008;CZ000K;DE0016;SK0003;SK0004,2026-04-28 00:00:00+00:00
2026,20260428155051,20260428155051_Lzxyt,2026-04-28 15:50:51.167236,38.008093,-149.13958300000002,7.35681,38.73318,0.953235,0.071274,26.676508,334.681881,38.012074,0.03261421496885307,3,52.62,"['NZ0033', 'NZ003W', 'NZ005F']",NZ0033;NZ003W;NZ005F,2026-04-28 00:00:00+00:00
2026,20260429073857,20260429073857_2MQ6I,2026-04-29 07:38:57.731946,38.647866,-150.07529599999998,7.77074,38.5194,0.949059,0.080831,26.30854,332.715331,38.657923,0.027904682925735516,2,48.93,"['NZ005C', 'NZ005T']",NZ005C;NZ005T,2026-04-29 00:00:00+00:00
2026,20260429082223,20260429082223_258vb,2026-04-29 08:22:23.251871,38.677163,-147.030033,6.89172,37.43861,0.949675,0.062911,25.671462,337.61685,38.687831,0.07675329788886813,2,58.31,"['CA002V', 'CA003E']",CA002V;CA003E,2026-04-29 00:00:00+00:00
2026,20260429152208,20260429152208_vzwjo,2026-04-29 15:22:08.059383,38.960325,-149.51687499999997,7.04178,37.47298,0.943681,0.079641,23.230951,333.731144,38.965919,0.04158377510499679,4,59.71,"['NZ001S', 'NZ0024', 'NZ002Z', 'NZ004A']",NZ001S;NZ0024;NZ002Z;NZ004A,2026-04-29 00:00:00+00:00
2026,20260429171643,20260429171643_xGAc2,2026-04-29 17:16:43.185640,39.037616,-149.70480600000002,8.14965,39.37993,0.954985,0.075435,29.415672,333.346869,39.041384,0.08488401361597621,3,93.62,"['NZ0012', 'NZ004F', 'NZ007B']",NZ0012;NZ004F;NZ007B,2026-04-29 00:00:00+00:00
2026,20260430124302,20260430124302_Q3Sy7,2026-04-30 12:43:02.433106,39.82415,-148.12719000000004,7.73132,34.83931,0.921692,0.089357,22.468649,334.148022,39.831927,0.07056836189302586,4,77.98,"['NZ002K', 'NZ002P', 'NZ004B', 'NZ004L']",NZ002K;NZ002P;NZ004B;NZ004L,2026-04-30 00:00:00+00:00
