delta_left_deg,delta_right_deg,delta_center_deg,solar_longitude_center_deg,stream_count,background_count,exposure_sufficient,fraction_mean,rate_per_1000_background,rate_low,rate_high,by_year,posterior_probability_above_baseline,excess_rate_per_1000_background
-1.5,-1.0,-1.25,35.651963,2,666,True,0.0037369207772795215,3.750937734433608,0.6230580668343054,9.662357960821046,"{""2022"": {""background"": 106, ""stream"": 0}, ""2023"": {""background"": 148, ""stream"": 1}, ""2024"": {""background"": 37, ""stream"": 0}, ""2025"": {""background"": 169, ""stream"": 0}, ""2026"": {""background"": 206, ""stream"": 1}}",0.8296489410595851,2.1470788257812115
-1.0,-0.5,-0.75,36.151963,5,828,True,0.006594724220623501,6.638503319251659,2.2992127041096997,13.280401692976382,"{""2022"": {""background"": 17, ""stream"": 0}, ""2023"": {""background"": 98, ""stream"": 0}, ""2024"": {""background"": 145, ""stream"": 2}, ""2025"": {""background"": 345, ""stream"": 1}, ""2026"": {""background"": 223, ""stream"": 2}}",0.9944752781083291,5.034644410599262
-0.5,0.0,-0.25,36.651963,9,925,True,0.010160427807486631,10.264721772015127,4.801255898371842,17.824478719825976,"{""2022"": {""background"": 69, ""stream"": 1}, ""2023"": {""background"": 172, ""stream"": 1}, ""2024"": {""background"": 210, ""stream"": 3}, ""2025"": {""background"": 229, ""stream"": 1}, ""2026"": {""background"": 245, ""stream"": 3}}",0.9999897838403067,8.66086286336273
0.0,0.5,0.25,37.151963,10,859,True,0.01206896551724138,12.216404886561953,5.966813067452148,20.738245674769107,"{""2022"": {""background"": 36, ""stream"": 1}, ""2023"": {""background"": 50, ""stream"": 0}, ""2024"": {""background"": 143, ""stream"": 0}, ""2025"": {""background"": 450, ""stream"": 4}, ""2026"": {""background"": 180, ""stream"": 5}}",0.9999992699538008,10.612545977909557
0.5,1.0,0.75,37.651963,12,971,True,0.012703252032520325,12.866700977869273,6.7352188188019495,21.014462880323787,"{""2022"": {""background"": 118, ""stream"": 2}, ""2023"": {""background"": 116, ""stream"": 2}, ""2024"": {""background"": 164, ""stream"": 0}, ""2025"": {""background"": 368, ""stream"": 6}, ""2026"": {""background"": 205, ""stream"": 2}}",0.9999999624140058,11.262842069216877
1.0,1.5,1.25,38.151963,6,882,True,0.007311586051743532,7.36543909348442,2.8330171017863472,14.069103832208382,"{""2022"": {""background"": 33, ""stream"": 1}, ""2023"": {""background"": 56, ""stream"": 0}, ""2024"": {""background"": 200, ""stream"": 2}, ""2025"": {""background"": 367, ""stream"": 2}, ""2026"": {""background"": 226, ""stream"": 1}}",0.9984599554264462,5.761580184832023
1.5,2.0,1.75,38.651963,15,1021,True,0.014946962391513982,15.173764072442484,8.560855074460331,23.719467135938615,"{""2022"": {""background"": 113, ""stream"": 0}, ""2023"": {""background"": 120, ""stream"": 2}, ""2024"": {""background"": 218, ""stream"": 4}, ""2025"": {""background"": 367, ""stream"": 7}, ""2026"": {""background"": 203, ""stream"": 2}}",0.9999999999045723,13.569905163790088
2.0,2.5,2.25,39.151963,4,808,True,0.005535055350553505,5.565862708719852,1.667784523931948,11.808036184932968,"{""2022"": {""background"": 67, ""stream"": 1}, ""2023"": {""background"": 56, ""stream"": 0}, ""2024"": {""background"": 240, ""stream"": 1}, ""2025"": {""background"": 236, ""stream"": 0}, ""2026"": {""background"": 209, ""stream"": 2}}",0.9781609471310786,3.962003800067455
2.5,3.0,2.75,39.651963,8,867,True,0.009703196347031963,9.798270893371757,4.350456141998275,17.477409432686834,"{""2022"": {""background"": 92, ""stream"": 2}, ""2023"": {""background"": 100, ""stream"": 1}, ""2024"": {""background"": 159, ""stream"": 1}, ""2025"": {""background"": 348, ""stream"": 3}, ""2026"": {""background"": 168, ""stream"": 1}}",0.9999585959054154,8.19441198471936
3.0,3.5,3.25,40.151963,2,877,True,0.002840909090909091,2.849002849002849,0.4733325257654112,7.332480553984837,"{""2022"": {""background"": 33, ""stream"": 0}, ""2023"": {""background"": 44, ""stream"": 0}, ""2024"": {""background"": 250, ""stream"": 1}, ""2025"": {""background"": 349, ""stream"": 1}, ""2026"": {""background"": 201, ""stream"": 0}}",0.7284934898483388,1.2451439403504523
3.5,4.0,3.75,40.651963,1,764,True,0.0019582245430809398,1.9620667102681488,0.14109874242298223,6.130783477168821,"{""2022"": {""background"": 83, ""stream"": 0}, ""2023"": {""background"": 70, ""stream"": 0}, ""2024"": {""background"": 132, ""stream"": 0}, ""2025"": {""background"": 364, ""stream"": 1}, ""2026"": {""background"": 115, ""stream"": 0}}",0.48418651946602664,0.35820780161575216
4.0,4.5,4.25,41.151963,1,611,True,0.0024469820554649264,2.452984464431725,0.17639096490807,7.669973602213945,"{""2022"": {""background"": 18, ""stream"": 0}, ""2023"": {""background"": 53, ""stream"": 0}, ""2024"": {""background"": 182, ""stream"": 0}, ""2025"": {""background"": 212, ""stream"": 0}, ""2026"": {""background"": 146, ""stream"": 1}}",0.5805932256968649,0.8491255557793282
4.5,5.0,4.75,41.651963,4,652,True,0.00684931506849315,6.8965517241379315,2.0658648599899854,14.64410702065971,"{""2022"": {""background"": 72, ""stream"": 0}, ""2023"": {""background"": 36, ""stream"": 1}, ""2024"": {""background"": 105, ""stream"": 1}, ""2025"": {""background"": 270, ""stream"": 1}, ""2026"": {""background"": 169, ""stream"": 1}}",0.9898397131824525,5.292692815485535
5.0,5.5,5.25,42.151963,0,931,True,0.000536480686695279,0.5367686527106816,0.000527285552048747,2.701029521985808,"{""2022"": {""background"": 25, ""stream"": 0}, ""2023"": {""background"": 50, ""stream"": 0}, ""2024"": {""background"": 396, ""stream"": 0}, ""2025"": {""background"": 339, ""stream"": 0}, ""2026"": {""background"": 121, ""stream"": 0}}",0.08404995682178355,0.0
5.5,6.0,5.75,42.651963,0,735,True,0.0006793478260869565,0.6798096532970768,0.0006678472548944642,3.4222897731551827,"{""2022"": {""background"": 70, ""stream"": 0}, ""2023"": {""background"": 31, ""stream"": 0}, ""2024"": {""background"": 149, ""stream"": 0}, ""2025"": {""background"": 314, ""stream"": 0}, ""2026"": {""background"": 171, ""stream"": 0}}",0.12475499084783605,0.0
6.0,6.5,6.25,43.151963,1,1093,True,0.0013698630136986301,1.3717421124828533,0.09865414253682721,4.282701131961846,"{""2022"": {""background"": 60, ""stream"": 0}, ""2023"": {""background"": 38, ""stream"": 0}, ""2024"": {""background"": 467, ""stream"": 0}, ""2025"": {""background"": 377, ""stream"": 0}, ""2026"": {""background"": 151, ""stream"": 1}}",0.32003258670140844,0.0
6.5,7.0,6.75,43.651963,0,774,True,0.0006451612903225806,0.6455777921239509,0.0006342068953055971,3.2496247622261736,"{""2022"": {""background"": 55, ""stream"": 0}, ""2023"": {""background"": 18, ""stream"": 0}, ""2024"": {""background"": 192, ""stream"": 0}, ""2025"": {""background"": 258, ""stream"": 0}, ""2026"": {""background"": 251, ""stream"": 0}}",0.11518603201333576,0.0
7.0,7.5,7.25,44.151963,2,1167,True,0.002136752136752137,2.1413276231263385,0.3558140946692315,5.507302257828336,"{""2022"": {""background"": 121, ""stream"": 0}, ""2023"": {""background"": 40, ""stream"": 0}, ""2024"": {""background"": 368, ""stream"": 1}, ""2025"": {""background"": 453, ""stream"": 1}, ""2026"": {""background"": 185, ""stream"": 0}}",0.5867686740099085,0.5374687144739418
7.5,8.0,7.75,44.651963,1,793,True,0.0018867924528301887,1.890359168241966,0.13594328747209639,5.906132402420433,"{""2022"": {""background"": 117, ""stream"": 0}, ""2023"": {""background"": 10, ""stream"": 0}, ""2024"": {""background"": 164, ""stream"": 0}, ""2025"": {""background"": 251, ""stream"": 1}, ""2026"": {""background"": 251, ""stream"": 0}}",0.46737640221391274,0.2865002595895694
